,utc,Location,Latitude,Longitude,PM2.5 (min),PM10 (min),Total (min),PM2.5 (max),PM10 (max),Total (max),PM2.5 (avg),PM10 (avg),Total (avg)
1151,2021-02-26,Edinburgh,55.948612,-3.200833,5.0,10.0,15.0,5.0,11.0,16.0,5.0,10.25,15.25
1152,2021-02-27,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,9.0,13.0,4.0,8.75,12.75
1154,2021-03-01,Edinburgh,55.948612,-3.200833,5.0,8.0,13.0,10.0,17.0,27.0,7.590909090909091,12.272727272727272,19.863636363636363
1155,2021-03-02,Edinburgh,55.948612,-3.200833,11.0,18.0,29.0,20.0,24.0,44.0,16.416666666666668,22.0,38.41666666666666
1156,2021-03-03,Edinburgh,55.948612,-3.200833,13.0,16.0,29.0,20.0,32.0,50.0,16.416666666666668,23.625,40.04166666666666
1157,2021-03-04,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,13.0,26.0,39.0,6.913043478260869,14.73913043478261,21.65217391304348
1158,2021-03-05,Edinburgh,55.948612,-3.200833,3.0,10.0,13.0,5.0,12.0,17.0,3.7916666666666665,10.625,14.416666666666666
1159,2021-03-06,Edinburgh,55.948612,-3.200833,5.0,11.0,17.0,9.0,14.0,23.0,6.916666666666667,12.25,19.166666666666668
1160,2021-03-07,Edinburgh,55.948612,-3.200833,10.0,14.0,24.0,15.0,21.0,36.0,13.583333333333334,18.666666666666668,32.25
1161,2021-03-08,Edinburgh,55.948612,-3.200833,7.0,12.0,19.0,14.0,20.0,34.0,10.333333333333334,15.083333333333334,25.416666666666668
1162,2021-03-09,Edinburgh,55.948612,-3.200833,7.0,11.0,18.0,8.0,12.0,20.0,7.3125,11.875,19.1875
1163,2021-03-10,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,8.0,12.0,4.0,8.0,12.0
1164,2021-03-11,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,3.0,7.0,10.0,3.0,6.142857142857143,9.142857142857142
1165,2021-03-12,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,7.0,10.0,2.75,5.45,8.2
1166,2021-03-13,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,6.0
1167,2021-03-14,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,7.0,10.0,2.9565217391304346,6.130434782608695,9.08695652173913
1168,2021-03-15,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,3.0,6.0,9.0,2.25,4.333333333333333,6.583333333333333
1169,2021-03-16,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0
1170,2021-03-17,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,9.0,18.0,27.0,7.631578947368421,15.526315789473683,23.157894736842103
1171,2021-03-18,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,10.0,18.0,28.0,7.416666666666667,14.458333333333334,21.875
1172,2021-03-19,Edinburgh,55.948612,-3.200833,5.0,10.0,15.0,9.0,13.0,22.0,5.958333333333333,11.375,17.333333333333332
1173,2021-03-20,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,10.0,14.0,24.0,8.0,12.375,20.375
1174,2021-03-21,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.458333333333333,6.75,10.208333333333334
1175,2021-03-22,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,7.0,11.0,2.958333333333333,6.083333333333333,9.041666666666666
1176,2021-03-23,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,7.0,11.0,3.0,6.125,9.125
1177,2021-03-24,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,9.0,13.0,4.0,8.722222222222221,12.72222222222222
1178,2021-03-25,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,4.0,9.0,13.0,4.0,7.625,11.625
1179,2021-03-26,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,7.0,11.0,3.2916666666666665,6.125,9.416666666666666
1180,2021-03-27,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,8.0,12.0,3.3,6.7,10.0
1181,2021-03-28,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,8.0,12.0,2.7333333333333334,5.266666666666667,8.0
1182,2021-03-29,Edinburgh,55.948612,-3.200833,1.0,2.0,3.0,2.0,4.0,6.0,1.5238095238095235,2.6666666666666665,4.190476190476191
1183,2021-03-30,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,4.0,6.0,10.0,3.0869565217391304,5.043478260869565,8.130434782608695
1184,2021-03-31,Edinburgh,55.948612,-3.200833,4.0,6.0,10.0,6.0,15.0,21.0,5.333333333333333,11.555555555555555,16.88888888888889
1185,2021-04-01,Edinburgh,55.948612,-3.200833,4.0,11.0,15.0,4.0,12.0,16.0,4.0,11.625,15.625
1186,2021-04-02,Edinburgh,55.948612,-3.200833,4.0,10.0,14.0,7.0,12.0,19.0,5.0,11.0,16.0
1187,2021-04-03,Edinburgh,55.948612,-3.200833,7.0,12.0,19.0,7.0,13.0,20.0,7.0,12.533333333333331,19.53333333333333
1188,2021-04-04,Edinburgh,55.948612,-3.200833,8.0,13.0,21.0,8.0,13.0,21.0,8.0,13.0,21.0
1189,2021-04-05,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,6.0,11.0,17.0,4.166666666666667,8.833333333333334,13.0
1190,2021-04-06,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,5.0,7.0,2.0,4.9523809523809526,6.9523809523809526
1191,2021-04-07,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,3.0,6.0,9.0,2.5217391304347827,6.0,8.521739130434783
1192,2021-04-08,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,5.0,11.0,16.0,3.6818181818181817,8.318181818181818,12.0
1193,2021-04-09,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,5.0,12.0,17.0,4.583333333333333,10.583333333333334,15.166666666666666
1194,2021-04-10,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.5,5.15,7.65
1195,2021-04-11,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,5.0,8.0,2.571428571428572,5.0,7.571428571428571
1196,2021-04-12,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,6.0,9.0,2.952380952380953,5.142857142857143,8.095238095238095
1197,2021-04-13,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,9.0,13.0,3.238095238095238,6.904761904761905,10.142857142857142
1198,2021-04-14,Edinburgh,55.948612,-3.200833,6.0,15.0,21.0,6.0,15.0,21.0,6.0,15.0,21.0
1199,2021-04-15,Edinburgh,55.948612,-3.200833,4.0,10.0,14.0,6.0,15.0,21.0,5.130434782608695,12.782608695652174,17.91304347826087
1200,2021-04-16,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,8.0,16.0,24.0,6.181818181818182,13.272727272727272,19.454545454545453
1201,2021-04-17,Edinburgh,55.948612,-3.200833,10.0,17.0,27.0,12.0,21.0,33.0,10.75,18.45,29.2
1202,2021-04-18,Edinburgh,55.948612,-3.200833,12.0,18.0,31.0,14.0,22.0,36.0,13.434782608695652,20.217391304347824,33.65217391304348
1203,2021-04-19,Edinburgh,55.948612,-3.200833,13.0,18.0,31.0,18.0,29.0,47.0,14.863636363636363,22.13636363636364,37.0
1204,2021-04-20,Edinburgh,55.948612,-3.200833,10.0,15.0,25.0,19.0,30.0,49.0,15.869565217391305,24.695652173913043,40.56521739130435
1205,2021-04-21,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,9.0,14.0,23.0,6.0,12.6,18.6
1206,2021-04-22,Edinburgh,55.948612,-3.200833,6.0,14.0,20.0,9.0,19.0,28.0,7.285714285714286,16.523809523809526,23.80952380952381
1207,2021-04-23,Edinburgh,55.948612,-3.200833,9.0,19.0,28.0,11.0,24.0,35.0,10.4,22.15,32.55
1208,2021-04-24,Edinburgh,55.948612,-3.200833,9.0,16.0,25.0,11.0,22.0,33.0,10.0,20.08333333333333,30.08333333333333
1211,2021-04-27,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,9.0,14.0,4.333333333333333,8.11111111111111,12.444444444444445
1212,2021-04-28,Edinburgh,55.948612,-3.200833,5.0,9.0,14.0,6.0,12.0,17.0,5.142857142857143,10.857142857142858,16.0
1213,2021-04-29,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,10.0,14.0,3.263157894736842,7.578947368421052,10.842105263157896
1214,2021-04-30,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,9.0,13.0,3.647058823529412,8.0,11.647058823529411
1215,2021-05-01,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,8.0,12.0,3.090909090909091,7.454545454545454,10.545454545454543
1216,2021-05-02,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,6.0,10.0,3.5789473684210527,5.789473684210527,9.36842105263158
1217,2021-05-03,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,5.0,9.0,2.75,4.65,7.4
1218,2021-05-04,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,2.0,5.0,7.0,2.0,4.75,6.75
1219,2021-05-05,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,7.0,10.0,2.85,6.5,9.35
1220,2021-05-06,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,5.0,7.0,2.0,3.869565217391304,5.869565217391305
1221,2021-05-07,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,8.0,12.0,3.4,6.25,9.65
1222,2021-05-08,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,8.0,12.0,3.5454545454545454,6.318181818181818,9.863636363636363
1223,2021-05-09,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,6.0,10.0,3.75,5.5,9.25
1224,2021-05-10,Edinburgh,55.948612,-3.200833,5.0,9.0,14.0,6.0,10.0,16.0,5.2,9.4,14.6
1225,2021-05-11,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,4.0,8.0,12.0,4.0,7.666666666666667,11.666666666666666
1226,2021-05-12,Edinburgh,55.948612,-3.200833,4.0,9.0,14.0,5.0,11.0,16.0,4.875,10.3125,15.1875
1227,2021-05-13,Edinburgh,55.948612,-3.200833,6.0,12.0,18.0,12.0,17.0,29.0,9.125,14.9375,24.0625
1228,2021-05-14,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,6.0,9.0,15.0,4.75,7.875,12.625
1229,2021-05-15,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,6.0,9.0,15.0,4.708333333333333,8.166666666666666,12.875
1230,2021-05-16,Edinburgh,55.948612,-3.200833,6.0,9.0,15.0,8.0,11.0,19.0,7.105263157894737,10.36842105263158,17.473684210526315
1231,2021-05-17,Edinburgh,55.948612,-3.200833,8.0,11.0,19.0,9.0,12.0,21.0,8.272727272727273,11.454545454545457,19.727272727272727
1232,2021-05-18,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,7.0,11.0,18.0,4.764705882352941,8.352941176470589,13.117647058823527
1233,2021-05-19,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,7.0,10.0,2.6923076923076925,5.846153846153846,8.538461538461538
1234,2021-05-20,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,3.0,7.0,10.0,2.75,6.9,9.65
1235,2021-05-21,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,8.0,11.0,3.333333333333333,7.166666666666667,10.5
1236,2021-05-22,Edinburgh,55.948612,-3.200833,1.0,3.0,4.0,3.0,6.0,9.0,1.8,3.933333333333333,5.733333333333333
1239,2021-05-25,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,7.0,11.0,3.375,6.0,9.375
1240,2021-05-26,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,8.0,13.0,4.5,7.5,12.0
1241,2021-05-27,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,8.0,12.0,4.0,8.0,12.0
1242,2021-05-28,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,7.0,11.0,18.0,5.066666666666666,9.333333333333334,14.4
1243,2021-05-29,Edinburgh,55.948612,-3.200833,8.0,12.0,20.0,11.0,13.0,24.0,9.772727272727272,12.545454545454543,22.318181818181817
1244,2021-05-30,Edinburgh,55.948612,-3.200833,10.0,12.0,22.0,11.0,13.0,24.0,10.473684210526317,12.68421052631579,23.157894736842103
1245,2021-05-31,Edinburgh,55.948612,-3.200833,10.0,13.0,23.0,12.0,19.0,31.0,11.2,16.25,27.45
1246,2021-06-01,Edinburgh,55.948612,-3.200833,11.0,19.0,30.0,14.0,22.0,36.0,12.473684210526317,20.473684210526315,32.94736842105263
1247,2021-06-02,Edinburgh,55.948612,-3.200833,11.0,18.0,29.0,13.0,26.0,39.0,11.681818181818182,22.90909090909091,34.59090909090909
1248,2021-06-03,Edinburgh,55.948612,-3.200833,10.0,18.0,28.0,14.0,28.0,42.0,12.523809523809524,23.19047619047619,35.714285714285715
1249,2021-06-04,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,5.0,10.0,15.0,3.555555555555556,7.777777777777778,11.333333333333334
1250,2021-06-05,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,10.0,3.1818181818181817,6.227272727272728,9.409090909090908
1251,2021-06-06,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,6.0,9.0,3.0,5.333333333333333,8.333333333333334
1252,2021-06-07,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,5.0,10.0,15.0,3.5789473684210527,7.263157894736842,10.842105263157896
1253,2021-06-08,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,11.0,16.0,4.8,10.066666666666666,14.866666666666667
1255,2021-06-10,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,5.0,8.0,2.2,4.4,6.6
1256,2021-06-11,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,8.0,12.0,3.1538461538461537,5.923076923076923,9.076923076923077
1257,2021-06-12,Edinburgh,55.948612,-3.200833,4.0,9.0,13.0,5.0,11.0,16.0,4.789473684210527,9.789473684210526,14.578947368421051
1258,2021-06-13,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,5.0,10.0,15.0,3.6818181818181817,7.0,10.681818181818182
1259,2021-06-14,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,9.0,13.0,3.0526315789473686,6.157894736842105,9.210526315789474
1260,2021-06-15,Edinburgh,55.948612,-3.200833,4.0,9.0,13.0,7.0,13.0,20.0,6.166666666666667,12.055555555555555,18.22222222222222
1261,2021-06-16,Edinburgh,55.948612,-3.200833,6.0,12.0,18.0,6.0,12.0,18.0,6.0,12.0,18.0
1262,2021-06-17,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,5.0,8.0,13.0,4.142857142857143,8.0,12.142857142857142
1263,2021-06-18,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,9.0,13.0,4.0,8.666666666666666,12.666666666666666
1264,2021-06-19,Edinburgh,55.948612,-3.200833,4.0,9.0,13.0,5.0,11.0,16.0,4.722222222222222,9.77777777777778,14.5
1265,2021-06-20,Edinburgh,55.948612,-3.200833,5.0,7.0,12.0,6.0,9.0,14.0,5.1,7.55,12.65
1266,2021-06-21,Edinburgh,55.948612,-3.200833,5.0,8.0,13.0,6.0,10.0,16.0,5.3,9.15,14.45
1267,2021-06-22,Edinburgh,55.948612,-3.200833,6.0,11.0,17.0,8.0,15.0,23.0,7.238095238095238,12.904761904761903,20.142857142857142
1268,2021-06-23,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,8.0,14.0,22.0,5.428571428571429,10.285714285714286,15.714285714285714
1269,2021-06-24,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,7.0,11.0,3.3157894736842106,6.2105263157894735,9.526315789473683
1270,2021-06-25,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,2.0,5.0,7.0,2.0,5.0,7.0
1271,2021-06-26,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,5.0,8.0,2.1739130434782608,4.565217391304348,6.739130434782608
1272,2021-06-27,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,8.0,13.0,4.764705882352941,7.823529411764706,12.588235294117649
1273,2021-06-28,Edinburgh,55.948612,-3.200833,5.0,9.0,14.0,9.0,15.0,24.0,7.166666666666667,11.166666666666666,18.33333333333333
1274,2021-06-29,Edinburgh,55.948612,-3.200833,10.0,15.0,25.0,11.0,21.0,32.0,10.263157894736842,17.789473684210527,28.05263157894737
1275,2021-06-30,Edinburgh,55.948612,-3.200833,5.0,9.0,14.0,5.0,9.0,14.0,5.0,9.0,14.0
1276,2021-07-01,Edinburgh,55.948612,-3.200833,4.0,9.0,13.0,6.0,13.0,19.0,5.15,10.9,16.05
1277,2021-07-02,Edinburgh,55.948612,-3.200833,5.0,12.0,17.0,7.0,13.0,20.0,5.85,12.4,18.25
1278,2021-07-03,Edinburgh,55.948612,-3.200833,7.0,13.0,20.0,12.0,17.0,29.0,9.565217391304348,15.304347826086955,24.869565217391305
1279,2021-07-04,Edinburgh,55.948612,-3.200833,10.0,14.0,24.0,13.0,18.0,31.0,11.909090909090908,16.09090909090909,28.0
1280,2021-07-05,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,10.0,13.0,23.0,6.818181818181818,9.545454545454543,16.363636363636363
1281,2021-07-06,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,8.0,12.0,3.684210526315789,7.052631578947368,10.736842105263158
1282,2021-07-07,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,4.0,7.0,11.0,4.0,7.0,11.0
1283,2021-07-08,Edinburgh,55.948612,-3.200833,4.0,7.0,11.0,5.0,8.0,13.0,4.2631578947368425,7.157894736842105,11.421052631578949
1284,2021-07-09,Edinburgh,55.948612,-3.200833,5.0,8.0,13.0,8.0,11.0,19.0,5.761904761904762,8.857142857142858,14.61904761904762
1285,2021-07-10,Edinburgh,55.948612,-3.200833,8.0,11.0,19.0,8.0,11.0,19.0,8.0,11.0,19.0
1287,2021-07-12,Edinburgh,55.948612,-3.200833,10.0,14.0,24.0,11.0,15.0,26.0,10.5,14.666666666666666,25.166666666666668
1288,2021-07-13,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,9.0,14.0,23.0,5.9523809523809526,9.0,14.952380952380953
1289,2021-07-14,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.4,6.466666666666667,9.866666666666667
1291,2021-07-16,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,4.0,9.0,13.0,4.0,8.75,12.75
1292,2021-07-17,Edinburgh,55.948612,-3.200833,3.0,8.0,11.0,4.0,9.0,13.0,3.8181818181818175,8.272727272727273,12.090909090909092
1293,2021-07-18,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,8.0,11.0,2.363636363636364,5.409090909090909,7.772727272727272
1294,2021-07-19,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,6.0,11.0,17.0,3.7777777777777777,7.166666666666667,10.944444444444445
1295,2021-07-20,Edinburgh,55.948612,-3.200833,6.0,11.0,17.0,8.0,14.0,22.0,6.95,12.65,19.6
1296,2021-07-21,Edinburgh,55.948612,-3.200833,13.0,19.0,32.0,13.0,20.0,33.0,13.0,19.25,32.25
1297,2021-07-22,Edinburgh,55.948612,-3.200833,9.0,13.0,22.0,13.0,20.0,33.0,11.772727272727272,17.727272727272727,29.5
1298,2021-07-23,Edinburgh,55.948612,-3.200833,8.0,13.0,21.0,10.0,15.0,25.0,8.954545454545455,14.181818181818182,23.13636363636364
1299,2021-07-24,Edinburgh,55.948612,-3.200833,6.0,11.0,17.0,8.0,13.0,21.0,7.0,12.055555555555555,19.05555555555556
1300,2021-07-25,Edinburgh,55.948612,-3.200833,7.0,11.0,18.0,7.0,12.0,19.0,7.0,11.444444444444445,18.444444444444443
1309,2021-08-03,Edinburgh,55.948612,-3.200833,5.0,8.0,13.0,5.0,9.0,14.0,5.0,8.6,13.6
1310,2021-08-04,Edinburgh,55.948612,-3.200833,4.0,6.0,10.0,5.0,8.0,13.0,4.615384615384615,7.461538461538462,12.076923076923077
1311,2021-08-05,Edinburgh,55.948612,-3.200833,6.0,11.0,17.0,6.0,11.0,17.0,6.0,11.0,17.0
1312,2021-08-06,Edinburgh,55.948612,-3.200833,6.0,10.0,16.0,8.0,14.0,22.0,7.083333333333333,12.666666666666666,19.75
1313,2021-08-07,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,6.0,10.0,16.0,3.5217391304347827,7.173913043478261,10.695652173913045
1314,2021-08-08,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,4.0,7.0,11.0,2.7777777777777777,6.444444444444445,9.22222222222222
1315,2021-08-09,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0
1316,2021-08-10,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,4.0,7.0,11.0,3.7083333333333335,6.375,10.083333333333334
1317,2021-08-11,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,7.0,11.0,3.608695652173913,6.478260869565218,10.08695652173913
1318,2021-08-12,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,4.0,9.0,13.0,3.347826086956522,7.478260869565218,10.826086956521738
1319,2021-08-13,Edinburgh,55.948612,-3.200833,4.0,9.0,13.0,5.0,10.0,15.0,4.833333333333333,9.833333333333334,14.666666666666666
1320,2021-08-14,Edinburgh,55.948612,-3.200833,5.0,10.0,15.0,6.0,11.0,16.0,5.041666666666667,10.041666666666666,15.083333333333334
1321,2021-08-15,Edinburgh,55.948612,-3.200833,5.0,8.0,13.0,6.0,10.0,15.0,5.166666666666667,8.708333333333334,13.875
1322,2021-08-16,Edinburgh,55.948612,-3.200833,6.0,9.0,15.0,8.0,11.0,19.0,6.916666666666667,9.916666666666666,16.833333333333332
1323,2021-08-17,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,6.0,9.0,15.0,3.1666666666666665,6.041666666666667,9.208333333333334
1324,2021-08-18,Edinburgh,55.948612,-3.200833,2.0,6.0,8.0,4.0,8.0,12.0,3.0,6.791666666666667,9.791666666666666
1325,2021-08-19,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,5.0,10.0,15.0,4.285714285714286,9.285714285714286,13.571428571428571
1326,2021-08-20,Edinburgh,55.948612,-3.200833,7.0,13.0,20.0,8.0,14.0,22.0,7.727272727272727,13.818181818181818,21.545454545454547
1327,2021-08-21,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,7.0,13.0,20.0,4.25,8.416666666666666,12.666666666666666
1328,2021-08-22,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,10.0,14.0,24.0,6.708333333333333,9.791666666666666,16.5
1329,2021-08-23,Edinburgh,55.948612,-3.200833,7.0,10.0,17.0,10.0,14.0,24.0,9.36842105263158,12.473684210526317,21.84210526315789
1330,2021-08-24,Edinburgh,55.948612,-3.200833,8.0,10.0,18.0,10.0,13.0,23.0,8.695652173913043,11.608695652173912,20.30434782608696
1331,2021-08-25,Edinburgh,55.948612,-3.200833,6.0,9.0,15.0,9.0,13.0,22.0,7.416666666666667,11.125,18.541666666666668
1332,2021-08-26,Edinburgh,55.948612,-3.200833,6.0,11.0,18.0,7.0,13.0,19.0,6.55,12.0,18.55
1333,2021-08-27,Edinburgh,55.948612,-3.200833,6.0,12.0,18.0,7.0,15.0,22.0,6.708333333333333,13.958333333333334,20.666666666666668
1334,2021-08-28,Edinburgh,55.948612,-3.200833,5.0,11.0,16.0,7.0,13.0,20.0,5.791666666666667,11.875,17.666666666666668
1335,2021-08-29,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,7.0,13.0,20.0,5.291666666666667,9.791666666666666,15.083333333333334
1336,2021-08-30,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,6.0,9.0,2.25,5.0,7.25
1337,2021-08-31,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,4.0,8.0,12.0,3.125,6.583333333333333,9.708333333333334
1338,2021-09-01,Edinburgh,55.948612,-3.200833,4.0,8.0,12.0,8.0,14.0,22.0,5.958333333333333,10.916666666666666,16.875
1339,2021-09-02,Edinburgh,55.948612,-3.200833,8.0,14.0,22.0,9.0,16.0,25.0,8.208333333333334,15.041666666666666,23.25
1340,2021-09-03,Edinburgh,55.948612,-3.200833,7.0,11.0,18.0,9.0,15.0,24.0,7.958333333333333,12.75,20.70833333333333
1341,2021-09-04,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,7.0,11.0,18.0,4.791666666666667,7.375,12.166666666666666
1342,2021-09-05,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,10.0,14.0,24.0,6.541666666666667,9.041666666666666,15.583333333333334
1343,2021-09-06,Edinburgh,55.948612,-3.200833,11.0,15.0,26.0,14.0,19.0,33.0,13.0,16.958333333333332,29.95833333333333
1344,2021-09-07,Edinburgh,55.948612,-3.200833,7.0,11.0,18.0,12.0,15.0,27.0,9.083333333333334,12.583333333333334,21.666666666666668
1345,2021-09-08,Edinburgh,55.948612,-3.200833,6.0,11.0,17.0,17.0,26.0,43.0,9.041666666666666,15.0,24.041666666666668
1346,2021-09-09,Edinburgh,55.948612,-3.200833,18.0,27.0,45.0,26.0,36.0,62.0,23.0,32.083333333333336,55.083333333333336
1347,2021-09-10,Edinburgh,55.948612,-3.200833,8.0,11.0,19.0,20.0,26.0,46.0,14.291666666666666,18.0,32.291666666666664
1348,2021-09-11,Edinburgh,55.948612,-3.200833,3.0,4.0,7.0,8.0,10.0,18.0,4.565217391304348,6.608695652173913,11.173913043478262
1349,2021-09-12,Edinburgh,55.948612,-3.200833,2.0,3.0,5.0,2.0,4.0,6.0,2.0,3.375,5.375
1350,2021-09-13,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,3.0,5.0,8.0,2.083333333333333,4.458333333333333,6.541666666666667
1351,2021-09-14,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,6.0,10.0,16.0,4.863636363636363,7.909090909090909,12.772727272727272
1352,2021-09-15,Edinburgh,55.948612,-3.200833,7.0,10.0,17.0,9.0,14.0,23.0,8.166666666666666,12.166666666666666,20.33333333333333
1353,2021-09-16,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,8.0,12.0,20.0,5.130434782608695,8.695652173913043,13.826086956521738
1354,2021-09-17,Edinburgh,55.948612,-3.200833,2.0,5.0,7.0,3.0,7.0,10.0,2.833333333333333,5.5,8.333333333333334
1355,2021-09-18,Edinburgh,55.948612,-3.200833,2.0,4.0,6.0,4.0,6.0,10.0,2.8260869565217392,5.130434782608695,7.956521739130435
1356,2021-09-19,Edinburgh,55.948612,-3.200833,3.0,4.0,7.0,4.0,7.0,11.0,3.25,5.333333333333333,8.583333333333334
1357,2021-09-20,Edinburgh,55.948612,-3.200833,3.0,5.0,8.0,3.0,7.0,10.0,3.0,5.652173913043479,8.652173913043478
1358,2021-09-21,Edinburgh,55.948612,-3.200833,3.0,7.0,10.0,10.0,18.0,28.0,7.5,14.5,22.0
1359,2021-09-22,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,9.0,17.0,26.0,5.043478260869565,9.869565217391305,14.91304347826087
1360,2021-09-23,Edinburgh,55.948612,-3.200833,3.0,6.0,9.0,3.0,8.0,11.0,3.0,7.0,10.0
