,utc,Location,Latitude,Longitude,PM2.5 (min),PM10 (min),Total (min),PM2.5 (max),PM10 (max),Total (max),PM2.5 (avg),PM10 (avg),Total (avg)
0,2021-01-01,London,51.50853,-0.12574,16.0,18.0,34.0,21.0,23.0,44.0,19.307692307692307,21.384615384615383,40.69230769230769
1,2021-01-02,London,51.50853,-0.12574,19.0,23.0,42.0,20.0,23.0,43.0,19.5,23.0,42.5
5,2021-01-06,London,51.50853,-0.12574,6.0,10.0,16.0,6.0,11.0,17.0,6.0,10.235294117647058,16.235294117647058
6,2021-01-07,London,51.50853,-0.12574,6.0,11.0,17.0,17.0,20.0,37.0,12.0,16.45,28.45
7,2021-01-08,London,51.50853,-0.12574,17.0,20.0,37.0,23.0,26.0,49.0,21.39130434782609,23.65217391304348,45.04347826086956
8,2021-01-09,London,51.50853,-0.12574,15.0,18.0,33.0,23.0,26.0,49.0,18.130434782608692,20.65217391304348,38.78260869565217
9,2021-01-10,London,51.50853,-0.12574,18.0,18.0,36.0,20.0,22.0,42.0,19.272727272727277,20.363636363636363,39.63636363636363
10,2021-01-11,London,51.50853,-0.12574,14.0,15.0,29.0,17.0,18.0,35.0,15.833333333333334,16.38888888888889,32.22222222222222
11,2021-01-12,London,51.50853,-0.12574,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0
14,2021-01-15,London,51.50853,-0.12574,8.0,12.0,20.0,14.0,21.0,35.0,10.75,16.5625,27.3125
15,2021-01-16,London,51.50853,-0.12574,7.0,10.0,17.0,15.0,22.0,37.0,11.826086956521738,17.0,28.82608695652174
16,2021-01-17,London,51.50853,-0.12574,6.0,10.0,17.0,7.0,13.0,20.0,6.285714285714286,11.666666666666666,17.952380952380953
17,2021-01-18,London,51.50853,-0.12574,6.0,13.0,19.0,8.0,15.0,23.0,6.928571428571429,14.5,21.428571428571427
18,2021-01-19,London,51.50853,-0.12574,3.0,6.0,9.0,6.0,12.0,18.0,4.173913043478261,8.08695652173913,12.26086956521739
19,2021-01-20,London,51.50853,-0.12574,3.0,6.0,9.0,6.0,8.0,14.0,4.0,7.090909090909091,11.090909090909092
20,2021-01-21,London,51.50853,-0.12574,4.0,8.0,12.0,6.0,9.0,15.0,4.875,8.625,13.5
21,2021-01-22,London,51.50853,-0.12574,7.0,13.0,20.0,8.0,14.0,22.0,7.166666666666667,13.666666666666666,20.83333333333333
22,2021-01-23,London,51.50853,-0.12574,7.0,11.0,19.0,9.0,12.0,21.0,8.272727272727273,11.954545454545457,20.227272727272727
23,2021-01-24,London,51.50853,-0.12574,9.0,13.0,22.0,11.0,16.0,27.0,10.130434782608695,14.0,24.130434782608692
24,2021-01-25,London,51.50853,-0.12574,10.0,11.0,21.0,12.0,16.0,26.0,10.478260869565217,13.391304347826088,23.869565217391305
25,2021-01-26,London,51.50853,-0.12574,9.0,12.0,21.0,10.0,15.0,25.0,9.363636363636363,14.090909090909092,23.454545454545453
26,2021-01-27,London,51.50853,-0.12574,8.0,10.0,18.0,9.0,11.0,20.0,8.05,10.35,18.4
27,2021-01-28,London,51.50853,-0.12574,6.0,8.0,14.0,9.0,11.0,20.0,6.782608695652174,9.173913043478262,15.956521739130435
28,2021-01-29,London,51.50853,-0.12574,5.0,8.0,13.0,6.0,12.0,18.0,5.521739130434782,10.391304347826088,15.91304347826087
29,2021-01-30,London,51.50853,-0.12574,6.0,11.0,17.0,7.0,13.0,19.0,6.2727272727272725,11.818181818181818,18.09090909090909
30,2021-01-31,London,51.50853,-0.12574,7.0,11.0,18.0,10.0,15.0,25.0,8.347826086956522,13.391304347826088,21.73913043478261
31,2021-02-01,London,51.50853,-0.12574,10.0,14.0,24.0,16.0,19.0,35.0,13.318181818181818,16.318181818181817,29.63636363636364
32,2021-02-02,London,51.50853,-0.12574,11.0,16.0,29.0,17.0,20.0,37.0,13.826086956521738,17.956521739130434,31.782608695652176
33,2021-02-03,London,51.50853,-0.12574,9.0,17.0,26.0,11.0,23.0,34.0,10.173913043478262,19.869565217391305,30.043478260869566
34,2021-02-04,London,51.50853,-0.12574,7.0,14.0,22.0,9.0,17.0,26.0,8.043478260869565,15.391304347826088,23.43478260869565
35,2021-02-05,London,51.50853,-0.12574,6.0,8.0,14.0,8.0,13.0,21.0,7.130434782608695,10.08695652173913,17.217391304347824
36,2021-02-06,London,51.50853,-0.12574,7.0,9.0,16.0,11.0,14.0,25.0,8.869565217391305,11.0,19.869565217391305
37,2021-02-07,London,51.50853,-0.12574,9.0,14.0,24.0,13.0,18.0,30.0,10.956521739130435,16.17391304347826,27.130434782608692
38,2021-02-08,London,51.50853,-0.12574,6.0,10.0,16.0,8.0,15.0,23.0,6.782608695652174,11.652173913043478,18.43478260869565
39,2021-02-09,London,51.50853,-0.12574,6.0,11.0,17.0,7.0,13.0,20.0,6.652173913043479,12.043478260869565,18.695652173913043
40,2021-02-10,London,51.50853,-0.12574,7.0,11.0,18.0,7.0,17.0,24.0,7.0,13.304347826086955,20.30434782608696
41,2021-02-11,London,51.50853,-0.12574,7.0,17.0,24.0,14.0,20.0,34.0,10.26086956521739,18.39130434782609,28.65217391304348
42,2021-02-12,London,51.50853,-0.12574,14.0,21.0,36.0,18.0,26.0,44.0,16.130434782608695,24.43478260869565,40.56521739130435
43,2021-02-13,London,51.50853,-0.12574,13.0,20.0,33.0,14.0,24.0,38.0,13.26086956521739,21.17391304347826,34.43478260869565
44,2021-02-14,London,51.50853,-0.12574,11.0,17.0,28.0,13.0,19.0,32.0,11.347826086956522,18.347826086956523,29.695652173913043
45,2021-02-15,London,51.50853,-0.12574,10.0,14.0,24.0,14.0,20.0,34.0,12.347826086956522,17.304347826086957,29.65217391304348
46,2021-02-16,London,51.50853,-0.12574,7.0,12.0,19.0,9.0,14.0,22.0,8.0,13.347826086956522,21.347826086956523
47,2021-02-17,London,51.50853,-0.12574,7.0,14.0,21.0,8.0,16.0,24.0,7.363636363636363,14.909090909090908,22.272727272727277
48,2021-02-18,London,51.50853,-0.12574,6.0,12.0,18.0,7.0,15.0,22.0,6.304347826086956,13.043478260869565,19.347826086956523
49,2021-02-19,London,51.50853,-0.12574,6.0,12.0,18.0,7.0,14.0,20.0,6.083333333333333,13.0,19.08333333333333
51,2021-02-21,London,51.50853,-0.12574,12.0,24.0,36.0,15.0,35.0,50.0,13.26086956521739,27.39130434782609,40.65217391304348
52,2021-02-22,London,51.50853,-0.12574,12.0,23.0,35.0,18.0,28.0,46.0,15.217391304347826,25.869565217391305,41.08695652173913
53,2021-02-23,London,51.50853,-0.12574,11.0,15.0,26.0,20.0,28.0,48.0,16.227272727272727,21.59090909090909,37.81818181818182
54,2021-02-24,London,51.50853,-0.12574,5.0,13.0,18.0,8.0,17.0,25.0,6.6,14.2,20.8
55,2021-02-25,London,51.50853,-0.12574,8.0,14.0,22.0,9.0,18.0,27.0,8.478260869565217,16.434782608695652,24.91304347826087
56,2021-02-26,London,51.50853,-0.12574,8.0,14.0,22.0,11.0,18.0,29.0,9.2,15.9,25.1
57,2021-02-27,London,51.50853,-0.12574,12.0,18.0,30.0,12.0,19.0,31.0,12.0,18.666666666666668,30.666666666666668
59,2021-03-01,London,51.50853,-0.12574,16.0,20.0,36.0,27.0,31.0,58.0,20.454545454545453,24.5,44.95454545454545
60,2021-03-02,London,51.50853,-0.12574,28.0,32.0,60.0,38.0,43.0,81.0,33.95652173913044,38.52173913043478,72.47826086956522
61,2021-03-03,London,51.50853,-0.12574,39.0,45.0,84.0,48.0,55.0,103.0,43.26086956521739,49.08695652173913,92.34782608695652
62,2021-03-04,London,51.50853,-0.12574,16.0,22.0,38.0,45.0,50.0,95.0,32.36363636363637,37.68181818181818,70.04545454545455
63,2021-03-05,London,51.50853,-0.12574,6.0,13.0,20.0,15.0,20.0,35.0,7.6521739130434785,14.826086956521738,22.47826086956522
64,2021-03-06,London,51.50853,-0.12574,5.0,12.0,18.0,6.0,15.0,21.0,5.913043478260869,13.73913043478261,19.65217391304348
65,2021-03-07,London,51.50853,-0.12574,7.0,13.0,20.0,15.0,18.0,33.0,10.608695652173912,14.347826086956522,24.956521739130437
66,2021-03-08,London,51.50853,-0.12574,16.0,19.0,35.0,30.0,37.0,67.0,25.30434782608696,30.782608695652176,56.08695652173913
67,2021-03-09,London,51.50853,-0.12574,17.0,25.0,42.0,28.0,37.0,65.0,22.2,31.73333333333333,53.93333333333333
68,2021-03-10,London,51.50853,-0.12574,12.0,18.0,30.0,15.0,25.0,40.0,13.333333333333334,22.33333333333333,35.666666666666664
69,2021-03-11,London,51.50853,-0.12574,6.0,14.0,20.0,11.0,17.0,28.0,8.466666666666667,16.066666666666666,24.53333333333333
70,2021-03-12,London,51.50853,-0.12574,5.0,11.0,16.0,6.0,15.0,21.0,5.3,12.05,17.35
71,2021-03-13,London,51.50853,-0.12574,4.0,9.0,13.0,5.0,12.0,17.0,4.863636363636363,10.045454545454543,14.909090909090908
72,2021-03-14,London,51.50853,-0.12574,5.0,8.0,13.0,6.0,10.0,15.0,5.045454545454546,8.863636363636363,13.909090909090908
73,2021-03-15,London,51.50853,-0.12574,6.0,9.0,15.0,9.0,15.0,24.0,6.913043478260869,11.521739130434783,18.43478260869565
74,2021-03-16,London,51.50853,-0.12574,9.0,16.0,25.0,10.0,17.0,27.0,9.5,16.666666666666668,26.166666666666668
75,2021-03-17,London,51.50853,-0.12574,9.0,20.0,29.0,12.0,25.0,37.0,10.473684210526317,22.31578947368421,32.78947368421053
76,2021-03-18,London,51.50853,-0.12574,11.0,21.0,32.0,13.0,23.0,35.0,12.130434782608695,21.565217391304348,33.69565217391305
77,2021-03-19,London,51.50853,-0.12574,5.0,11.0,16.0,12.0,21.0,33.0,8.434782608695652,14.304347826086955,22.73913043478261
78,2021-03-20,London,51.50853,-0.12574,6.0,11.0,17.0,8.0,13.0,21.0,7.086956521739131,12.0,19.08695652173913
79,2021-03-21,London,51.50853,-0.12574,9.0,13.0,22.0,10.0,15.0,25.0,9.695652173913045,13.869565217391305,23.565217391304348
80,2021-03-22,London,51.50853,-0.12574,10.0,14.0,24.0,15.0,23.0,38.0,13.19047619047619,19.80952380952381,33.0
81,2021-03-23,London,51.50853,-0.12574,15.0,22.0,38.0,17.0,25.0,42.0,16.142857142857142,23.142857142857142,39.285714285714285
82,2021-03-24,London,51.50853,-0.12574,16.0,23.0,39.0,20.0,28.0,48.0,18.47058823529412,25.88235294117647,44.35294117647059
83,2021-03-25,London,51.50853,-0.12574,7.0,12.0,20.0,17.0,25.0,42.0,11.0,16.73913043478261,27.73913043478261
84,2021-03-26,London,51.50853,-0.12574,6.0,12.0,18.0,7.0,13.0,20.0,6.608695652173913,12.869565217391305,19.47826086956522
85,2021-03-27,London,51.50853,-0.12574,5.0,10.0,15.0,7.0,13.0,20.0,5.55,11.05,16.6
86,2021-03-28,London,51.50853,-0.12574,7.0,13.0,20.0,9.0,18.0,26.0,7.866666666666666,15.733333333333333,23.6
87,2021-03-29,London,51.50853,-0.12574,9.0,18.0,27.0,10.0,19.0,29.0,9.2,18.2,27.4
88,2021-03-30,London,51.50853,-0.12574,10.0,19.0,29.0,15.0,27.0,42.0,13.363636363636363,23.318181818181817,36.68181818181818
89,2021-03-31,London,51.50853,-0.12574,16.0,28.0,44.0,26.0,41.0,67.0,23.38888888888889,36.22222222222222,59.61111111111112
90,2021-04-01,London,51.50853,-0.12574,22.0,36.0,58.0,25.0,39.0,64.0,23.75,37.875,61.625
91,2021-04-02,London,51.50853,-0.12574,7.0,14.0,22.0,21.0,33.0,54.0,10.181818181818182,19.90909090909091,30.09090909090909
92,2021-04-03,London,51.50853,-0.12574,7.0,14.0,21.0,10.0,21.0,30.0,8.666666666666666,18.0,26.666666666666668
93,2021-04-04,London,51.50853,-0.12574,9.0,20.0,29.0,9.0,22.0,31.0,9.0,21.25,30.25
94,2021-04-05,London,51.50853,-0.12574,8.0,14.0,22.0,14.0,24.0,38.0,12.173913043478262,20.695652173913043,32.869565217391305
95,2021-04-06,London,51.50853,-0.12574,4.0,8.0,13.0,8.0,13.0,21.0,4.75,9.85,14.6
96,2021-04-07,London,51.50853,-0.12574,4.0,9.0,14.0,7.0,12.0,19.0,6.136363636363637,10.727272727272728,16.863636363636363
97,2021-04-08,London,51.50853,-0.12574,6.0,12.0,18.0,7.0,12.0,19.0,6.909090909090909,12.0,18.90909090909091
98,2021-04-09,London,51.50853,-0.12574,7.0,11.0,18.0,7.0,14.0,21.0,7.0,12.909090909090908,19.90909090909091
99,2021-04-10,London,51.50853,-0.12574,7.0,11.0,18.0,9.0,16.0,25.0,7.842105263157895,14.263157894736842,22.105263157894736
100,2021-04-11,London,51.50853,-0.12574,6.0,10.0,17.0,8.0,16.0,24.0,7.153846153846154,13.0,20.153846153846157
101,2021-04-12,London,51.50853,-0.12574,6.0,8.0,14.0,9.0,12.0,21.0,7.65,10.5,18.15
102,2021-04-13,London,51.50853,-0.12574,9.0,12.0,21.0,12.0,19.0,31.0,10.38095238095238,15.857142857142858,26.23809523809524
103,2021-04-14,London,51.50853,-0.12574,13.0,21.0,34.0,16.0,23.0,39.0,14.75,21.875,36.625
104,2021-04-15,London,51.50853,-0.12574,6.0,13.0,19.0,12.0,19.0,31.0,8.0,14.363636363636363,22.363636363636363
105,2021-04-16,London,51.50853,-0.12574,8.0,14.0,22.0,9.0,16.0,25.0,8.5,14.9,23.4
106,2021-04-17,London,51.50853,-0.12574,7.0,14.0,21.0,10.0,17.0,27.0,8.7,15.65,24.35
107,2021-04-18,London,51.50853,-0.12574,6.0,12.0,18.0,8.0,14.0,22.0,7.590909090909091,12.545454545454543,20.13636363636364
108,2021-04-19,London,51.50853,-0.12574,9.0,15.0,24.0,19.0,33.0,52.0,14.142857142857142,24.904761904761905,39.04761904761905
109,2021-04-20,London,51.50853,-0.12574,19.0,32.0,52.0,30.0,40.0,70.0,23.318181818181817,34.54545454545455,57.86363636363637
110,2021-04-21,London,51.50853,-0.12574,34.0,43.0,77.0,48.0,58.0,106.0,42.8,53.2,96.0
111,2021-04-22,London,51.50853,-0.12574,8.0,22.0,31.0,36.0,48.0,84.0,14.285714285714286,28.23809523809524,42.523809523809526
112,2021-04-23,London,51.50853,-0.12574,8.0,22.0,30.0,9.0,23.0,32.0,8.736842105263158,22.36842105263158,31.105263157894736
113,2021-04-24,London,51.50853,-0.12574,9.0,22.0,31.0,12.0,23.0,34.0,10.818181818181818,22.454545454545453,33.27272727272727
116,2021-04-27,London,51.50853,-0.12574,11.0,21.0,32.0,14.0,26.0,40.0,12.22222222222222,23.11111111111111,35.333333333333336
117,2021-04-28,London,51.50853,-0.12574,15.0,27.0,42.0,21.0,35.0,56.0,19.4,31.9,51.3
118,2021-04-29,London,51.50853,-0.12574,0.0,11.0,14.0,18.0,29.0,47.0,10.25,19.166666666666668,29.416666666666668
119,2021-04-30,London,51.50853,-0.12574,8.0,15.0,23.0,10.0,17.0,27.0,8.588235294117647,15.705882352941176,24.294117647058822
120,2021-05-01,London,51.50853,-0.12574,11.0,17.0,28.0,23.0,23.0,43.0,13.153846153846152,19.0,32.15384615384615
121,2021-05-02,London,51.50853,-0.12574,12.0,16.0,31.0,27.0,23.0,49.0,13.875,19.08333333333333,32.958333333333336
122,2021-05-03,London,51.50853,-0.12574,7.0,12.0,19.0,15.0,20.0,32.0,10.043478260869565,16.782608695652176,26.82608695652174
123,2021-05-04,London,51.50853,-0.12574,0.0,5.0,8.0,12.0,22.0,28.0,4.190476190476191,11.238095238095235,15.428571428571429
124,2021-05-05,London,51.50853,-0.12574,0.0,3.0,3.0,6.0,10.0,15.0,4.25,8.666666666666666,12.916666666666666
125,2021-05-06,London,51.50853,-0.12574,4.0,8.0,12.0,6.0,10.0,15.0,5.25,9.0625,14.3125
127,2021-05-08,London,51.50853,-0.12574,5.0,7.0,13.0,8.0,14.0,21.0,5.727272727272728,11.090909090909092,16.818181818181817
128,2021-05-09,London,51.50853,-0.12574,4.0,7.0,11.0,6.0,11.0,17.0,5.5,10.0,15.5
129,2021-05-10,London,51.50853,-0.12574,3.0,9.0,13.0,5.0,12.0,17.0,4.25,9.9375,14.1875
130,2021-05-11,London,51.50853,-0.12574,2.0,8.0,13.0,9.0,23.0,32.0,5.578947368421052,14.578947368421051,20.157894736842103
131,2021-05-12,London,51.50853,-0.12574,3.0,6.0,9.0,6.0,15.0,21.0,4.894736842105263,12.894736842105264,17.789473684210527
132,2021-05-13,London,51.50853,-0.12574,1.0,4.0,7.0,9.0,18.0,27.0,6.75,13.75,20.5
133,2021-05-14,London,51.50853,-0.12574,3.0,6.0,11.0,11.0,25.0,35.0,8.083333333333334,14.708333333333334,22.791666666666668
134,2021-05-15,London,51.50853,-0.12574,8.0,11.0,19.0,16.0,17.0,33.0,10.083333333333334,14.333333333333334,24.416666666666668
135,2021-05-16,London,51.50853,-0.12574,2.0,6.0,8.0,11.0,11.0,21.0,5.913043478260869,9.347826086956522,15.26086956521739
136,2021-05-17,London,51.50853,-0.12574,0.0,6.0,6.0,13.0,17.0,30.0,6.333333333333333,9.25,15.583333333333334
137,2021-05-18,London,51.50853,-0.12574,4.0,8.0,12.0,7.0,11.0,18.0,6.823529411764706,10.117647058823527,16.941176470588236
138,2021-05-19,London,51.50853,-0.12574,1.0,5.0,6.0,6.0,15.0,18.0,4.0,8.666666666666666,12.666666666666666
139,2021-05-20,London,51.50853,-0.12574,4.0,9.0,13.0,6.0,14.0,19.0,4.304347826086956,10.434782608695652,14.73913043478261
140,2021-05-21,London,51.50853,-0.12574,1.0,9.0,11.0,23.0,26.0,40.0,6.833333333333333,15.333333333333334,22.166666666666668
141,2021-05-22,London,51.50853,-0.12574,2.0,2.0,4.0,7.0,14.0,21.0,4.8125,9.3125,14.125
144,2021-05-25,London,51.50853,-0.12574,3.0,3.0,8.0,15.0,19.0,26.0,5.125,9.666666666666666,14.791666666666666
145,2021-05-26,London,51.50853,-0.12574,5.0,10.0,15.0,5.0,10.0,15.0,5.0,10.0,15.0
146,2021-05-27,London,51.50853,-0.12574,2.0,9.0,14.0,19.0,24.0,33.0,8.708333333333334,16.041666666666668,24.75
147,2021-05-28,London,51.50853,-0.12574,11.0,16.0,28.0,25.0,27.0,42.0,14.909090909090908,20.13636363636364,35.04545454545455
148,2021-05-29,London,51.50853,-0.12574,14.0,19.0,33.0,28.0,24.0,52.0,15.791666666666666,20.95833333333333,36.75
149,2021-05-30,London,51.50853,-0.12574,9.0,18.0,28.0,27.0,30.0,56.0,13.708333333333334,20.45833333333333,34.166666666666664
150,2021-05-31,London,51.50853,-0.12574,6.0,15.0,26.0,21.0,33.0,54.0,15.173913043478262,23.65217391304348,38.82608695652174
151,2021-06-01,London,51.50853,-0.12574,4.0,18.0,30.0,30.0,46.0,76.0,14.583333333333334,24.875,39.458333333333336
152,2021-06-02,London,51.50853,-0.12574,14.0,16.0,38.0,27.0,39.0,61.0,15.08695652173913,25.52173913043478,40.60869565217392
153,2021-06-03,London,51.50853,-0.12574,6.0,15.0,24.0,27.0,29.0,54.0,16.130434782608695,26.39130434782609,42.52173913043478
154,2021-06-04,London,51.50853,-0.12574,6.0,4.0,15.0,12.0,53.0,65.0,8.375,15.833333333333334,24.20833333333333
155,2021-06-05,London,51.50853,-0.12574,6.0,10.0,20.0,24.0,17.0,34.0,10.916666666666666,14.958333333333334,25.875
156,2021-06-06,London,51.50853,-0.12574,2.0,9.0,11.0,11.0,17.0,28.0,8.590909090909092,14.545454545454543,23.13636363636364
157,2021-06-07,London,51.50853,-0.12574,6.0,9.0,15.0,10.0,16.0,26.0,7.142857142857143,10.761904761904765,17.904761904761905
158,2021-06-08,London,51.50853,-0.12574,5.0,12.0,19.0,12.0,18.0,29.0,7.833333333333333,14.27777777777778,22.11111111111111
160,2021-06-10,London,51.50853,-0.12574,3.0,7.0,10.0,13.0,15.0,24.0,5.708333333333333,10.208333333333334,15.916666666666666
161,2021-06-11,London,51.50853,-0.12574,3.0,6.0,10.0,9.0,16.0,23.0,5.1,10.15,15.25
162,2021-06-12,London,51.50853,-0.12574,4.0,7.0,11.0,11.0,24.0,35.0,6.75,12.708333333333334,19.45833333333333
163,2021-06-13,London,51.50853,-0.12574,9.0,16.0,25.0,17.0,25.0,42.0,11.521739130434783,19.82608695652174,31.347826086956523
164,2021-06-14,London,51.50853,-0.12574,0.0,16.0,16.0,12.0,21.0,32.0,9.227272727272728,17.863636363636363,27.09090909090909
165,2021-06-15,London,51.50853,-0.12574,6.0,16.0,22.0,12.0,28.0,40.0,8.791666666666666,19.916666666666668,28.70833333333333
166,2021-06-16,London,51.50853,-0.12574,9.0,21.0,30.0,9.0,21.0,30.0,9.0,21.0,30.0
167,2021-06-17,London,51.50853,-0.12574,5.0,11.0,18.0,23.0,31.0,54.0,11.958333333333334,20.08333333333333,32.041666666666664
168,2021-06-18,London,51.50853,-0.12574,0.0,5.0,5.0,16.0,18.0,29.0,5.130434782608695,8.173913043478262,13.304347826086955
169,2021-06-19,London,51.50853,-0.12574,1.0,6.0,7.0,15.0,15.0,24.0,4.083333333333333,9.0,13.083333333333334
170,2021-06-20,London,51.50853,-0.12574,1.0,12.0,15.0,7.0,17.0,22.0,5.3478260869565215,13.0,18.347826086956523
171,2021-06-21,London,51.50853,-0.12574,0.0,12.0,13.0,11.0,24.0,35.0,5.833333333333333,14.375,20.20833333333333
172,2021-06-22,London,51.50853,-0.12574,7.0,16.0,23.0,15.0,26.0,34.0,8.695652173913043,19.39130434782609,28.08695652173913
173,2021-06-23,London,51.50853,-0.12574,2.0,11.0,14.0,24.0,22.0,46.0,7.916666666666667,17.583333333333332,25.5
174,2021-06-24,London,51.50853,-0.12574,6.0,17.0,23.0,14.0,28.0,40.0,11.818181818181818,21.954545454545453,33.77272727272727
175,2021-06-25,London,51.50853,-0.12574,0.0,9.0,12.0,18.0,17.0,33.0,7.043478260869565,13.173913043478262,20.217391304347824
176,2021-06-26,London,51.50853,-0.12574,4.0,13.0,18.0,20.0,19.0,35.0,9.041666666666666,16.666666666666668,25.70833333333333
177,2021-06-27,London,51.50853,-0.12574,5.0,15.0,20.0,18.0,27.0,45.0,11.181818181818182,19.863636363636363,31.045454545454547
178,2021-06-28,London,51.50853,-0.12574,2.0,8.0,11.0,18.0,44.0,50.0,12.083333333333334,22.25,34.333333333333336
179,2021-06-29,London,51.50853,-0.12574,9.0,11.0,27.0,20.0,34.0,52.0,12.681818181818182,22.318181818181817,35.0
180,2021-06-30,London,51.50853,-0.12574,0.0,9.0,13.0,24.0,20.0,35.0,6.708333333333333,13.583333333333334,20.291666666666668
181,2021-07-01,London,51.50853,-0.12574,6.0,13.0,19.0,15.0,29.0,40.0,9.041666666666666,17.583333333333332,26.625
182,2021-07-02,London,51.50853,-0.12574,10.0,17.0,31.0,17.0,24.0,39.0,13.5,22.3,35.8
183,2021-07-03,London,51.50853,-0.12574,7.0,14.0,21.0,14.0,22.0,36.0,10.181818181818182,17.818181818181817,28.0
184,2021-07-04,London,51.50853,-0.12574,3.0,11.0,14.0,7.0,15.0,22.0,4.5,12.416666666666666,16.916666666666668
185,2021-07-05,London,51.50853,-0.12574,3.0,11.0,14.0,8.0,20.0,26.0,3.9583333333333335,13.958333333333334,17.916666666666668
186,2021-07-06,London,51.50853,-0.12574,0.0,11.0,13.0,22.0,20.0,42.0,4.375,12.958333333333334,17.333333333333332
187,2021-07-07,London,51.50853,-0.12574,6.0,14.0,20.0,6.0,21.0,27.0,6.0,16.333333333333332,22.33333333333333
188,2021-07-08,London,51.50853,-0.12574,4.0,8.0,15.0,9.0,21.0,30.0,7.5,15.958333333333334,23.45833333333333
189,2021-07-09,London,51.50853,-0.12574,7.0,16.0,23.0,11.0,24.0,33.0,9.0,18.416666666666668,27.416666666666668
190,2021-07-10,London,51.50853,-0.12574,9.0,18.0,27.0,9.0,18.0,27.0,9.0,18.0,27.0
192,2021-07-12,London,51.50853,-0.12574,2.0,8.0,11.0,22.0,14.0,34.0,5.818181818181818,11.727272727272728,17.545454545454547
196,2021-07-16,London,51.50853,-0.12574,0.0,16.0,21.0,21.0,30.0,41.0,9.105263157894736,19.63157894736842,28.73684210526316
197,2021-07-17,London,51.50853,-0.12574,3.0,11.0,15.0,9.0,18.0,27.0,6.208333333333333,14.166666666666666,20.375
198,2021-07-18,London,51.50853,-0.12574,7.0,8.0,15.0,12.0,15.0,26.0,9.416666666666666,13.833333333333334,23.25
199,2021-07-19,London,51.50853,-0.12574,8.0,11.0,20.0,14.0,30.0,43.0,11.166666666666666,18.541666666666668,29.70833333333333
200,2021-07-20,London,51.50853,-0.12574,11.0,21.0,33.0,22.0,32.0,54.0,14.863636363636363,25.818181818181817,40.68181818181818
201,2021-07-21,London,51.50853,-0.12574,12.0,24.0,37.0,36.0,53.0,85.0,21.875,36.66666666666666,58.54166666666666
202,2021-07-22,London,51.50853,-0.12574,9.0,26.0,35.0,47.0,58.0,105.0,25.375,39.375,64.75
203,2021-07-23,London,51.50853,-0.12574,2.0,16.0,24.0,23.0,37.0,60.0,10.625,23.0,33.625
204,2021-07-24,London,51.50853,-0.12574,8.0,13.0,21.0,29.0,45.0,73.0,14.125,25.75,39.875
205,2021-07-25,London,51.50853,-0.12574,18.0,32.0,50.0,35.0,47.0,82.0,23.0,38.11111111111112,61.11111111111112
214,2021-08-03,London,51.50853,-0.12574,5.0,11.0,18.0,19.0,27.0,41.0,9.083333333333334,17.125,26.20833333333333
215,2021-08-04,London,51.50853,-0.12574,7.0,14.0,25.0,12.0,29.0,39.0,9.733333333333333,17.4,27.133333333333333
216,2021-08-05,London,51.50853,-0.12574,0.0,8.0,10.0,21.0,23.0,37.0,8.285714285714286,16.761904761904763,25.047619047619047
217,2021-08-06,London,51.50853,-0.12574,6.0,14.0,20.0,8.0,20.0,26.0,6.75,15.541666666666666,22.291666666666668
218,2021-08-07,London,51.50853,-0.12574,3.0,6.0,9.0,6.0,22.0,26.0,5.375,13.875,19.25
219,2021-08-08,London,51.50853,-0.12574,3.0,13.0,18.0,6.0,17.0,20.0,5.222222222222222,13.666666666666666,18.88888888888889
220,2021-08-09,London,51.50853,-0.12574,1.0,9.0,11.0,17.0,20.0,33.0,5.043478260869565,14.347826086956522,19.39130434782609
221,2021-08-10,London,51.50853,-0.12574,4.0,14.0,20.0,7.0,21.0,25.0,6.5,15.583333333333334,22.08333333333333
222,2021-08-11,London,51.50853,-0.12574,7.0,10.0,17.0,9.0,16.0,24.0,8.041666666666666,14.333333333333334,22.375
223,2021-08-12,London,51.50853,-0.12574,0.0,12.0,14.0,7.0,14.0,21.0,5.3478260869565215,13.304347826086955,18.65217391304348
224,2021-08-13,London,51.50853,-0.12574,5.0,10.0,18.0,19.0,34.0,45.0,8.708333333333334,19.20833333333333,27.916666666666668
225,2021-08-14,London,51.50853,-0.12574,8.0,18.0,26.0,10.0,26.0,35.0,8.541666666666666,22.25,30.791666666666668
226,2021-08-15,London,51.50853,-0.12574,4.0,14.0,19.0,8.0,18.0,26.0,7.333333333333333,15.875,23.20833333333333
227,2021-08-16,London,51.50853,-0.12574,4.0,14.0,20.0,11.0,22.0,33.0,8.458333333333334,17.625,26.08333333333333
228,2021-08-17,London,51.50853,-0.12574,8.0,14.0,22.0,13.0,21.0,34.0,10.333333333333334,17.083333333333332,27.416666666666668
229,2021-08-18,London,51.50853,-0.12574,4.0,12.0,17.0,7.0,14.0,21.0,5.375,13.166666666666666,18.541666666666668
230,2021-08-19,London,51.50853,-0.12574,4.0,13.0,19.0,7.0,15.0,21.0,5.857142857142857,13.428571428571429,19.285714285714285
231,2021-08-20,London,51.50853,-0.12574,2.0,6.0,10.0,18.0,26.0,34.0,6.291666666666667,13.291666666666666,19.58333333333333
